Customer_ID,Z_CostContact,Z_Revenue
2137,3,11
2138,3,11
2139,3,11
2140,3,11
2141,3,11
2142,3,11
2143,3,11
2144,3,11
2145,3,11
2146,3,11
2147,3,11
2148,3,11
2149,3,11
2150,3,11
2151,3,11
2152,3,11
2153,3,11
2154,3,11
2155,3,11
2156,3,11
2157,3,11
2158,3,11
2159,3,11
2160,3,11
2161,3,11
2162,3,11
2163,3,11
2164,3,11
2165,3,11
2166,3,11
2167,3,11
2168,3,11
2169,3,11
2170,3,11
2171,3,11
2172,3,11
2173,3,11
2174,3,11
2175,3,11
2176,3,11
2177,3,11
2178,3,11
2179,3,11
2180,3,11
2181,3,11
2182,3,11
2183,3,11
2184,3,11
2185,3,11
2186,3,11
2187,3,11
2188,3,11
2189,3,11
2190,3,11
2191,3,11
2192,3,11
2193,3,11
2194,3,11
2195,3,11
2196,3,11
2197,3,11
2198,3,11
2199,3,11
2200,3,11
2201,3,11
2202,3,11
2203,3,11
2204,3,11
2205,3,11
